Unique Identifier,Department,Category,Policy Order,Link,Description
AR-20-45,City Manager's Office,Awaiting Report,POR 2020 #195,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2705&MediaPosition=&ID=12641&CssClass=,"Report on examining what traffic calming measures may be implemented for Walden Street, Raymond Street and Richdale Ave."
AR-20-46,City Manager's Office,Awaiting Report,POR 2020 #203,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2689&MediaPosition=&ID=12660&CssClass=,Report  on the implementation of traffic calming measures on Concord Ave between Huron Ave and Garden Street.
AR-20-48,City Manager's Office,Awaiting Report,POR 2020 #205,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2689&MediaPosition=&ID=12662&CssClass=,Report on the feasibility of creating an antibody testing program.
AR-20-49,City Manager's Office,Awaiting Report,POR 2020 #188,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2689&MediaPosition=&ID=12664&CssClass=,"Report on the implementation of closing several blocks of streets in Harvard Square as soon as possible to vehicular traffic, with the exception of deliveries."
AR-20-50,City Manager's Office,Awaiting Report,POR 2020 #214,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2689&MediaPosition=&ID=12738&CssClass=,Report on Cambridge’s Moratorium on Eviction Enforcement remaining in effect after October 17 and until at least the end of the state of emergency is declared and to publicize and notification appropriate parties.
AR-20-51,City Manager's Office,Awaiting Report,POR 2020 #215,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2689&MediaPosition=&ID=12739&CssClass=,"Report on the feasibility of installing the remaining flashing crosswalks as outlined in the PB4 proposal, particularly on Broadway and Norfolk Street."
AR-20-52,City Manager's Office,Awaiting Report,POR 2020 #223,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2690&MediaPosition=&ID=12834&CssClass=,Report on determining what impact the Executive Order on Combating Race and Sex Stereotyping may have on the City of Cambridge and its community partners and what options the City may have to work around this order.
AR-20-53,City Manager's Office,Awaiting Report,POR 2020 #224,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2690&MediaPosition=&ID=12835&CssClass=,Report on how Cambridge might participate in PACE Massachusetts pursuant to the PACE Act including exploring all options for incentivizing participation.
AR-20-54,City Manager's Office,Awaiting Report,POR 2020 #225,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2690&MediaPosition=&ID=12836&CssClass=,Report on drafting an ordinance requiring the city to only purchase goods that are made in full compliance with USA environmental and labor standards.
AR-19-146,City Manager's Office,Awaiting Report,POR 2019 #353,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2691&MediaPosition=&ID=10736&CssClass=,"Report on reviewing the existing internal mechanisms for City staffers in all departments to report grievances, to determine if this system is functioning as it should or whether changes should be considered."
AR-20-55,City Manager's Office,Awaiting Report,POR 2020 #194,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2691&MediaPosition=&ID=12857&CssClass=,Report on the possibility of expanding visitor permit access for Permit Area 14.
AR-20-56,City Manager's Office,Awaiting Report,POR 2020 #238,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2691&MediaPosition=&ID=12883&CssClass=,"Report on establishing a plan that will allow for greater outreach to women-and-minority-owned businesses, technical assistance to these businesses in applying for financial relief, and a clear plan to ensure that those small businesses that have not yet received financial assistance be granted every opportunity to access any future City funding should it be made available."
AR-20-57,City Manager's Office,Awaiting Report,POR 2020 #239,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2691&MediaPosition=&ID=12884&CssClass=,"Report on contacting the appropriate representatives of the Cambridge Crossing buildings, and with appropriate representatives of the Governor’s Office, to ensure that the ""party buses"" the sorts of luxury buses filled with flashing, multicolored lights, dance music and interior bars, typically rented out by groups of people to shuttle them around are not in violation of any current statewide Covid-19 protocols."
AR-20-58,City Manager's Office,Awaiting Report,POR 2020 #247,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2692&MediaPosition=&ID=12967&CssClass=,"Report on creating a comprehensive digital, postal, and traditional media outreach campaign educating residents on the Cambridge eviction moratorium, tenants’ rights, and resources available to at-risk tenants."
AR-20-59,City Manager's Office,Awaiting Report,POR 2020 #250,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2692&MediaPosition=&ID=12968&CssClass=,Report on the feasibility of posting all applications for building permits online as soon as available.
AR-20-60,City Manager's Office,Awaiting Report,POR 2020 #252,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2692&MediaPosition=&ID=12969&CssClass=,Report on  analyzing eviction data from 2018 through 2021 and come back with a plan on how to use this data to inform our next action steps.
AR-20-61,City Manager's Office,Awaiting Report,POR 2020 #261,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2693&MediaPosition=&ID=13034&CssClass=,Report on an update on City-Owned Vacant Properties Inventory.
AR-20-62,City Manager's Office,Awaiting Report,POR 2020 #263,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2693&MediaPosition=&ID=13035&CssClass=,Report on the feasibility of having interpreters at polling locations.
AR-20-63,City Manager's Office,Awaiting Report,POR 2020 #265,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2693&MediaPosition=&ID=13036&CssClass=,Report on a review of the granting of an extension for the 605 Concord Avenue project which appears counter to the City’s zoning code and confer with the relevant departments on how many projects that had a permit prior to these changes could request an extension.
AR-20-64,City Manager's Office,Awaiting Report,POR 2020 #269,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2693&MediaPosition=&ID=13037&CssClass=,Report on drafting appropriate Home Rule language which would allow for acoustic live entertainment performances in small businesses under certain conditions without a license
AR-20-65,City Manager's Office,Awaiting Report,POR 2020 #272,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2694&MediaPosition=&ID=13090&CssClass=,Report on exploring the feasibility of hiring a consultant to perform an Equity Audit on the Cambridge Arts Council.
AR-20-66,City Manager's Office,Awaiting Report,POR 2020 #274,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2694&MediaPosition=&ID=13091&CssClass=,"Report on establishing a Black and Brown-Owned Business Taskforce, to be focused upon strengthening the City’s outreach efforts, information-sharing, assistance mechanisms, and overall relationship with local Black and Brown-owned businesses, and to establish a rolling set of recommendations designed to ensure the City spares no effort in assisting these businesses"
AR-20-67,City Manager's Office,Awaiting Report,POR 2020 #267,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2694&MediaPosition=&ID=13092&CssClass=,Report on working with the Massachusetts Department of Conservation and Recreation to explore the feasibility of keeping Riverbend Park open beyond.
AR-20-68,City Manager's Office,Awaiting Report,POR 2020 #270,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2694&MediaPosition=&ID=13093&CssClass=,"Report on a request by the Council for the City Manager to confer with the Metro Mayor’s Association to close indoor dining, gyms, casinos and other non-essential indoor activities as soon as possible and organize a small business and restaurant relief program that will assist during this second shutdown and efforts to stop community spread of COVID-19 and keep schools open."
AR-20-69,City Manager's Office,Awaiting Report,POR 2020 #273,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2695&MediaPosition=&ID=13138&CssClass=,"Report on formulating an RFP for a public arts project that will acknowledge the unfinished work of the 19th Amendment, the importance of the Voting Rights Act of 1965, and how the two pieces of legislation ultimately complemented one another in helping to shape a more perfect union."
AR-20-70,City Manager's Office,Awaiting Report,POR 2020 #282,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2695&MediaPosition=&ID=13133&CssClass=,Report on implementing comprehensive contact tracing in Cambridge including the ability to conduct backwards contact tracing facilitated with technology such as the use of QR codes.
AR-20-71,City Manager's Office,Awaiting Report,POR 2020 #283,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2695&MediaPosition=&ID=13134&CssClass=,Report on the feasibility of launching mobile COVID-19 testing vans in December.
AR-20-72,City Manager's Office,Awaiting Report,POR 2020 #285,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2697&MediaPosition=&ID=13240&CssClass=,Report on the condition of 105 Windsor Street and cost estimates of any repairs needed and provide  recommendations on how to develop any other underused properties based on an inclusive public process centered in the Port neighborhood.
AR-21-1,City Manager's Office,Awaiting Report,POR 2020 #293,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2780&MediaPosition=&ID=13316&CssClass=,21-1 Report on what efforts are being made to ensure that only those vaccines with the highest effectiveness will be utilized throughout the City of Cambridge.
AR-21-2,City Manager's Office,Awaiting Report,POR 2021 #5,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2780&MediaPosition=&ID=13317&CssClass=,21-2 Report on providing a report on the possible implementation of a sheltered market program.
AR-21-3,City Manager's Office,Awaiting Report,POR 2021 #10,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2834&MediaPosition=&ID=13343&CssClass=,Report on parameters on eligible expenses from free cash.
AR-21-4,City Manager's Office,Awaiting Report,POR 2021 #15,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13452&CssClass=,"Report on conducting a spending disparity study on City purchasing with businesses owned by minorities, women, veterans, disabled persons, LGBTQ+ individuals, and other historically disadvantaged groups."
AR-21-5,City Manager's Office,Awaiting Report,POR 2021 #16,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13453&CssClass=,"Report on working with the local affordable housing organizations to develop a vaccination plan to reach out to the City’s senior population, as well as to the City’s minority communities and other underrepresented communities, that will establish a framework for the orderly onsite vaccination of these groups."
AR-21-6,City Manager's Office,Awaiting Report,POR 2021 #17,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13454&CssClass=,"Report on obtaining written documentation from the Cambridge Housing Authority, Homeowners Rehab, Inc., Just a Start, and the Community Development Department updating the City Council on the locations, unit sizes, number of units, overall costs, populations served, and expected dates of completion for each of the projects they reported on during the Housing Committee hearing held on January 12, 2021."
AR-21-7,City Manager's Office,Awaiting Report,POR 2021 #18,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2793&MediaPosition=&ID=13455&CssClass=,Report on coordinating with the Public Health Department and the Inspectional Services Department to establish random check-ins and assessments of public and private affordable housing sites currently undergoing renovations to ensure proper compliance with Covid-19 safety protocols.
AR-21-8,City Manager's Office,Awaiting Report,POR 2021 #23,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2794&MediaPosition=&ID=13483&CssClass=,Report on removing hostile architecture whenever public spaces are designed or redesigned and to create design guidelines that ensure our public spaces are truly welcoming to the entire community and determine how existing bench fixtures can be addressed to support all residents who use them.
AR-21-9,City Manager's Office,Awaiting Report,POR 2021 #30,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2795&MediaPosition=&ID=13561&CssClass=,"Report on providing an overview of various programs and services that are designed to assist the City’s chronically unhoused population and those in danger of becoming unhoused, along with the metrics by which the City determines the effectiveness of these programs."
AR-21-10,City Manager's Office,Awaiting Report,POR 2021 #34,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2795&MediaPosition=&ID=13562&CssClass=,"Report on whether or not the City can require written notice be sent to all abutters, both property owners as well as tenants, regarding the scheduling of a hearing regarding the extension of a building permit request to the Planning Board."
AR-21-11,City Manager's Office,Awaiting Report,POR 2021 #37,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2796&MediaPosition=&ID=13606&CssClass=,"Report on providing an update of the June 2020 budget agreement, including which of the positions listed in the agreement have been filled and if savings from leaving some police department positions vacant were used to fund the new positions."
AR-21-12,City Manager's Office,Awaiting Report,POR 2021 #40,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2797&MediaPosition=&ID=13642&CssClass=,Report on exploring the feasibility of retrofitting existing municipal vehicles or renting vehicles to create a mobile vaccine clinic program.
AR-21-13,City Manager's Office,Awaiting Report,POR 2021 #44,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2797&MediaPosition=&ID=13643&CssClass=,Report on next steps towards the implementation of universal Pre-K in Cambridge and target a full implementation date.
AR-21-14,City Manager's Office,Awaiting Report,POR 2021 #38,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2797&MediaPosition=&ID=13645&CssClass=,"Report on presenting options to the Council to ensure that the staff at Albany Street are properly compensated for their work, and that guests are treated with the respect and dignity they deserve."
AR-21-15,City Manager's Office,Awaiting Report,POR 2021 #36,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2799&MediaPosition=&ID=13701&CssClass=,Report on directing the Task Force Co-Chairs to issue monthly updates to the City Council (as part of the “Communications from Other City Officers”) and to the public about the work of this task force.
AR-21-16,City Manager's Office,Awaiting Report,POR 2021 #45,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2799&MediaPosition=&ID=13703&CssClass=,Report on exploring the feasibility of creating a Commercial Composting Pilot Program to serve at least 100 small businesses with fewer than fifty employees.
AR-21-17,City Manager's Office,Awaiting Report,POR 2021 #46,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2799&MediaPosition=&ID=13704&CssClass=,"Report on initiating a process to begin chronicling the rich and vibrant history of people of color in Cambridge, similar to other City-commissioned books such as “We Are the Port: Stories of Place, Perseverance, and Pride in the Port/Area 4 Cambridge, Massachusetts 1845-2005” and “All in the Same Boat” and “Crossroads: Stories of Central Square, Cambridge, Massachusetts 1912-2000”."
AR-21-18,City Manager's Office,Awaiting Report,POR 2021 #47,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2799&MediaPosition=&ID=13705&CssClass=,"Report on providing a detailing of the City’s annual stationary expenditures, what percentage of that budget is spent at local retailers, and whether this percentage can be increased during the Covid-19 crisis."
AR-21-19,City Manager's Office,Awaiting Report,POR 2021 #56,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2799&MediaPosition=&ID=13729&CssClass=,Report on providing an update on progress made towards including information from the Cambridge Minority Business Enterprise Program in the Open Data Portal.
AR-21-20,City Manager's Office,Awaiting Report,POR 2021 #59,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2800&MediaPosition=&ID=13768&CssClass=,Report on coordinating efforts to formally recognize and promote National Black Business Month in August and Women’s Small Business Month in October.
AR-21-21,City Manager's Office,Awaiting Report,POR 2021 #65,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2801&MediaPosition=&ID=13809&CssClass=,"Report implementing  traffic-calming solutions, such as speed bumps to be implemented in this area."
AR-21-22,City Manager's Office,Awaiting Report,POR 2021 #67,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2801&MediaPosition=&ID=13810&CssClass=,Report on making sure all information on the City's list of neighborhood organizations are updated and that a specific staffer be tasked with ensuring that the information is updated on an annual basis.
AR-21-23,City Manager's Office,Awaiting Report,POR 2021 #68,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2802&MediaPosition=&ID=13873&CssClass=,Report on the concept of permanently extending the ability for members of the public to remotely participate in meetings of the City Council and meetings of the City’s boards and commissions.
AR-21-24,City Manager's Office,Awaiting Report,POR 2021 #69,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2802&MediaPosition=&ID=13874&CssClass=,"Report on determining ways of making  remote participation to the City’s public meetings more accessible and exploring other ways and technologies that can make it easier for members of the public to participate in City Council, board and commission meetings."
AR-21-25,City Manager's Office,Awaiting Report,POR 2021 #73,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2802&MediaPosition=&ID=13875&CssClass=,"Report on plans for monitoring the situation, for early communication on conserving water and for instituting water savings measures, and to inform the Water Board and report on long term projections for the water supply based on post-pandemic conditions and development growth due to increased housing, commercial space and labs."
AR-21-26,City Manager's Office,Awaiting Report,POR 2021 #79,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2802&MediaPosition=&ID=13876&CssClass=,Report on the potential impacts of removing the roof top parking exemption from the Green Roof ordinance.
AR-21-27,City Manager's Office,Awaiting Report,POR 2021 #80,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2802&MediaPosition=&ID=13877&CssClass=,"Report on providing guidance on where to place the following amendment to the Green Roofs Zoning Petition: “That all affordable housing projects, including those that fall under the Affordable Housing Overlay, will be exempt from this section.”"
AR-21-28,City Manager's Office,Awaiting Report,POR 2021 #81,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2803&MediaPosition=&ID=13939&CssClass=,"Report on ensuring that no investment of City funds shall be made with banks, money managers, or investment portfolios that have any exposure to fossil fuels or private prisons."
AR-21-29,City Manager's Office,Awaiting Report,POR 2021 #87,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2803&MediaPosition=&ID=13941&CssClass=,Report on updating the Parental Leave Policy for employees.
AR-21-30,City Manager's Office,Awaiting Report,POR 2021 #83,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2804&MediaPosition=&ID=13986&CssClass=,Report on increasing the affordable homeownership stock over the next 10 years by financing the construction of affordable homeownership units through a bond issue of no less than $500 million.
AR-21-31,City Manager's Office,Awaiting Report,POR 2021 #90,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2804&MediaPosition=&ID=13987&CssClass=,Report on ensuring additional funding for Housing Stability shall be made available throughout FY22 if the City Council advises that the need is present.
AR-21-32,City Manager's Office,Awaiting Report,POR 2021 #91,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2804&MediaPosition=&ID=13988&CssClass=,Report on exploring and implement strategies to enhance safety at the intersection of Memorial Drive and DeWolfe Street.
AR-21-33,City Manager's Office,Awaiting Report,POR 2021 #92,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2804&MediaPosition=&ID=13989&CssClass=,"Report on including an EV requirement in the review of development projects, including that a minimum of 25% of all parking spaces shall be EVSE-Installed, meaning a parking space equipped with functioning Level 2 Chargers, or the equivalent thereof must be provided, and that all parking spaces be EV-ready, meaning raceway to every parking space, adequate space in the electrical panel, and space for additional transformer capacity; the City approved EV Requirement Equivalent Calculator must be used if chargers other than Level 2 Chargers are installed."
AR-21-34,City Manager's Office,Awaiting Report,POR 2021 #93,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2804&MediaPosition=&ID=13990&CssClass=,"Report on finding a parking solution, such as the feasibility of implementing resident parking in the area near the intersection of Concord Avenue and Smith Place."
AR-21-35,City Manager's Office,Awaiting Report,POR 2021 #95,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2804&MediaPosition=&ID=13992&CssClass=,"Report on providing options to update the HomeBridge and Affordable Home Ownership Programs to better align with the City’s values, and promote racial equity and socioeconomic justice."
AR-21-36,City Manager's Office,Awaiting Report,POR 2021 #105,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2806&MediaPosition=&ID=14096&CssClass=,Report on developing a holistic plan for managing the traffic and congestion in the Alewife area.
AR-21-37,City Manager's Office,Awaiting Report,POR 2021 #107,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2806&MediaPosition=&ID=14097&CssClass=,"Report on consulting with relevant Department heads and the non-profit community on ""Digital Equity"" and   provide an implementation plan, schedule, and request for appropriation."
AR-21-38,City Manager's Office,Awaiting Report,POR 2021 #108,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2806&MediaPosition=&ID=14098&CssClass=,"Report on consulting with relevant Department heads on other broadband benefits programs offered by the Federal government, and the City’s plans to leverage these funds in pursuit of Digital Equity."
AR-21-39,City Manager's Office,Awaiting Report,POR 2021 #110,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2806&MediaPosition=&ID=14099&CssClass=,Report on the status of the Gold Star Mothers Pool opening plans for the June through September summer season of 2021.
AR-21-40,City Manager's Office,Awaiting Report,POR 2021 #111,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2806&MediaPosition=&ID=14100&CssClass=,Report on implementing a heavy truck traffic ban on Roberts Road from Kirkland Street to Cambridge Street.
AR-21-41,City Manager's Office,Awaiting Report,POR 2021 #100,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2806&MediaPosition=&ID=14109&CssClass=,Report on closing Mass Ave. from Prospect Street to Sydney Street on Friday and Saturday evenings from 7 p.m. to 1 a.m. through September 2021.
AR-21-42,City Manager's Office,Awaiting Report,POR 2021 #109,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2807&MediaPosition=&ID=14168&CssClass=,Report on reviewing Cambridge’s corporate contracts and purchases to identify any vendors or manufacturers whose products are used to perpetuate violations of International Human Rights Laws and Cambridge’s policy on discrimination.
AR-21-43,City Manager's Office,Awaiting Report,POR 2021 #114,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2808&MediaPosition=&ID=14283&CssClass=,Report on referring the Cambridge HEART proposal for funding consideration and to engage in a public community process to discuss this proposal and its implementation.
AR-21-44,City Manager's Office,Awaiting Report,POR 2021 #118,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2808&MediaPosition=&ID=14284&CssClass=,Report on determining what the safest and most effective mosquito management program is for Cambridge and what if any changes will be made to the current policy.
AR-21-45,City Manager's Office,Awaiting Report,POR 2021 #116,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2809&MediaPosition=&ID=14340&CssClass=,Report on taking all necessary steps to waive the dog license fee for all senior citizens and examine options for reducing the fees for low-income residents.
AR-21-46,City Manager's Office,Awaiting Report,POR 2021 #127,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2809&MediaPosition=&ID=14341&CssClass=,Report on the feasibility of purchasing properties for sale in the Alewife area to address City goals.
AR-21-47,City Manager's Office,Awaiting Report,POR 2021 #129,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2809&MediaPosition=&ID=14342&CssClass=,"Report on exploring the feasibility of expanding services at the senior centers, especially by adding clinical staff."
AR-21-48,City Manager's Office,Awaiting Report,POR 2021 #130,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2809&MediaPosition=&ID=14343&CssClass=,Report on determining if the City has the discretion to waive the Commonwealth's housing sanitary code requirements and the circumstances in which the City could administer this waiver.
AR-21-49,City Manager's Office,Awaiting Report,POR 2021 #134,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2809&MediaPosition=&ID=14344&CssClass=,"Report on making immediate improvements at the intersection of Cardinal Medeiros Avenue, Binney and Bristol Streets and to all intersections in the city that are similarly malfunctioning, and to implement longer term changes."
AR-21-50,City Manager's Office,Awaiting Report,POR 2021 #135,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2809&MediaPosition=&ID=14345&CssClass=,"Report on providing an update on the cost of each license and permit required by businesses, which business license and permit fees are set under state law, which are set by ordinances, and which are determined administratively, as well as which licenses and permits the City has the discretion to waive entirely."
AR-21-51,City Manager's Office,Awaiting Report,POR 2021 #151,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14425&CssClass=,"Report on examining and implementing a flexible, permanent remote work policy for City employees who can perform their tasks remotely."
AR-21-52,City Manager's Office,Awaiting Report,POR 2021 #154,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14426&CssClass=,Report on examining stipend models for the City's multi-member bodies.
AR-21-53,City Manager's Office,Awaiting Report,POR 2021 #155,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14427&CssClass=,Report on examining safety improvements at the intersection of Ware and Harvard Streets.
AR-21-54,City Manager's Office,Awaiting Report,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14535&CssClass=,Report on exploring the feasibility of providing Equity Roadmap with regular funding for Friday Night Hype.
AR-21-55,City Manager's Office,Awaiting Report,POR 2021 #162,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14537&CssClass=,"Report on assessing what is driving this new activity, and to deploy the necessary resources to tamp down on the gun violence being seen in the above-referenced areas."
AR-21-56,City Manager's Office,Awaiting Report,POR 2021 #167,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14538&CssClass=,"Report on the feasibility of committing financial resources to assist in redesigning and/or reshaping the outdoor public ways, natural space and infrastructure including sidewalks, protected bike lanes and tree canopy at the southern edge of Jerry’s Pond along Rindge Avenue to make it more accessible, more green and more equitable and to create a welcoming entryway to Cambridge from the west."
AR-21-57,City Manager's Office,Awaiting Report,POR 2021 #168,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14540&CssClass=,Report on how the city is working to get City staff to 100% vaccinated and decrease the likelihood that COVID-19 spreads via City staff and in City Buildings.
AR-21-58,City Manager's Office,Awaiting Report,POR 2021 #162,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3949&MediaPosition=&ID=14536&CssClass=,Report on addressing increased gun activity.
AR-16-111,City Clerk's Office,Awaiting Report,POR 2016 #318,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14664&CssClass=,Report on the potential of building below market rental housing on City-owned parking lots along Bishop Allen Drive. On a communication from Councillor McGovern requesting that this matter be forwarded to the 2018-2019 Legislative Session.
AR-21-59,City Manager's Office,Awaiting Report,POR 2021 #174,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=3958&MediaPosition=&ID=14650&CssClass=,"Report on creating a new section on the City Council’s webpage devoted to clearly outlining the various steps of the dedication request process, to post the criteria by which these requests are determined by the Dedication Committee."
