Unique Identifier,Department,Category,Policy Order,Link,Description
AR-17-87,City Manager's Office,Awaiting Report,POR 2017 #241,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2061&MediaPosition=&ID=5537&CssClass=,"Report on a schedule for resubmitting a revised draft of the Outdoor Lighting Ordinance that incorporates clearer wording and/or more clearly explains each section in less technical jargon and is more coherent in its entirety, with the goal of seeing such an Ordinance adopted by the end of this City Council term.  On a communication from Councillor Kelley and Councillor Devereux requesting that this matter be forwarded to the 2018-2019 Legislative Session."
AR-17-88,City Manager's Office,Awaiting Report,POR 2017 #242,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2061&MediaPosition=&ID=5538&CssClass=,"Report on providing clarification for the benefit of residents, visitors, and business owners on how the City views its obligations and constraints regarding marijuana enforcement and regulation.  On a communication from Councillor Kelley requesting that this matter be forwarded to the 2018-2019 Legislative Session."
AR-17-95,City Manager's Office,Awaiting Report,POR 2017 #255,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2061&MediaPosition=&ID=5595&CssClass=,"Report on the status of the all-electric, leaf-blowing park pilot, the effectiveness of the battery-operated equipment, the potential for expanding the all-electric park program, and steps being taken on enforcement and training and to inquire the feasibility of requiring or advising landscape companies to provide or require safety masks for workers.  On a communication from Councillor Devereux requesting that this matter be forwarded to the 2018-2019 Legislative Session."
AR-17-108,City Manager's Office,Awaiting Report,POR 2017 #277,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2061&MediaPosition=&ID=5762&CssClass=,"Report on the feasibility of requiring developers to post a signboard at development sites requiring Large Project Review or a Special Permit with contact information for a site manager, a brief description of the project (including whether it is residential, commercial, or mixed-use, and, if residential, the total number of units and inclusionary units, an expected completion date, and a rendering of the street-facing elevation), and a web link where more information is available.  On a communication from Councillor Devereux requesting that this matter be forwarded to the 2018-2019 Legislative Session."
AR-17-110,City Manager's Office,Awaiting Report,POR 2017 #280,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2061&MediaPosition=&ID=5764&CssClass=,Report on the status of the implementation of the EnerGov software across various City departments to streamline the permitting process.  On a communication from Councillor Devereux requesting that this matter be forwarded to the 2018-2019 Legislative Sessions.
AR-17-111,City Manager's Office,Awaiting Report,POR 2017 #282,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2061&MediaPosition=&ID=5765&CssClass=,"Report on the feasibility of implementing neighborways on certain streets in Cambridge, propose two streets to pilot as neighborways, and create a process by which a group of residents can request that their street be considered as future neighborways.  On a communication from Councillor Devereux requesting that this matter be forwarded to the 2018-2019 Legislative Session."
AR-18-1,City Manager's Office,Awaiting Report,POR 2018 #1,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2062&MediaPosition=&ID=6108&CssClass=,"Report on reaching out to representatives of supermarkets other than Star Market, such as Market Basket, to determine the possibility of their opening a location at 20 Sidney Street."
AR-18-2,City Manager's Office,Awaiting Report,POR 2018 #2,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2062&MediaPosition=&ID=6109&CssClass=,Report on reaching out to the owner of the Fresh Pond Apartments to inquire as to what is being done to repair and maintain the elevators in those apartment buildings.
AR-18-4,City Manager's Office,Awaiting Report,POR 2018 #10,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2063&MediaPosition=&ID=6167&CssClass=,Report on exploring mechanisms for achieving greater levels of snow clearing by the city and increase the public response during major snow events or heavy snow winters.
AR-18-5,City Manager's Office,Awaiting Report,POR 2018 #11,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2063&MediaPosition=&ID=6168&CssClass=,"Report on contacting Sira Naturals for the purpose of gathering information regarding sales figures, customer demographics, and other relevant operational information."
AR-18-6,City Manager's Office,Awaiting Report,POR 2018 #12,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2063&MediaPosition=&ID=6169&CssClass=,Report on  information regarding electronic device usage by City-elected officials.
AR-18-7,City Manager's Office,Awaiting Report,POR 2018 #14,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2064&MediaPosition=&ID=6245&CssClass=,Report on the possibility of changing the snow removal exemption to include two and three-family houses.
AR-18-8,City Manager's Office,Awaiting Report,POR 2018 #15,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2064&MediaPosition=&ID=6246&CssClass=,"Report on  any work that is currently underway regarding regulating adult use marijuana and to suggest next steps to the Council no later than February 26, 2018."
AR-18-9,City Manager's Office,Awaiting Report,POR 2018 #16,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2064&MediaPosition=&ID=6247&CssClass=,"Report on necessary repairs to the Gold Star Mothers Park and all play and water feature, including drainage issues, with an eye towards mitigating the impacts of local construction and the development of a plan with the community for improving this significant piece of open space."
AR-18-10,City Manager's Office,Awaiting Report,POR 2018 #18,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2064&MediaPosition=&ID=6248&CssClass=,"Report on creating a list of mitigated meeting and conference room private spaces that are available to the public, what the exact eligibility of using these spaces is, and making the list available to the public."
AR-18-11,City Manager's Office,Awaiting Report,POR 2018 #19,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2064&MediaPosition=&ID=6249&CssClass=,"Report on the potential of utilizing trenchless technology, micro tunneling and/or pipe jacking to lessen the time and impact on the residents of Gore Street."
AR-18-12,City Manager's Office,Awaiting Report,POR 2018 #21,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2064&MediaPosition=&ID=6250&CssClass=,Report on maximizing the community benefits from and mitigating the impacts of the Cambridge Crossing sewer construction.
AR-18-13,City Manager's Office,Awaiting Report,POR 2018 #6,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2081&MediaPosition=&ID=6274&CssClass=,"Report on efforts to expand the number of electric vehicle charging stations, the feasibility of appropriately placing electric vehicle chargers on residential streets where there is need, the status of possible City fleet replacement to electric vehicles, expanded outreach and education on available rebates and incentive programs, and the feasibility of requiring developers to include a greater number of electric vehicle charging stations in new or substantially renovated multi-unit buildings."
AR-18-14,City Manager's Office,Awaiting Report,POR 2018 #23,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2081&MediaPosition=&ID=6294&CssClass=,Report on whether the Community Development Department will apply for the Targeted Brownfields Assessment Grant regarding Jerry's Pond.
AR-18-15,City Manager's Office,Awaiting Report,POR 2018 #25,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2081&MediaPosition=&ID=6295&CssClass=,Report on any other relevant City Department to gain a sense of who is purchasing buildings in Cambridge.
AR-18-19,City Manager's Office,Awaiting Report,POR 2018 #28,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2081&MediaPosition=&ID=6296&CssClass=,"Report on the possibility of reconfiguring the traffic lights and pedestrian signals at the intersection of Massachusetts Avenue, Prospect Street, and River Street to stop all traffic and allow for an “ALL WALK” pedestrian signal and further to review improvements to the No Left Hand signage."
AR-18-20,City Manager's Office,Awaiting Report,POR 2018 #30,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2081&MediaPosition=&ID=6297&CssClass=,Report on repairing Rufo Road as soon as possible.
AR-18-16,City Manager's Office,Awaiting Report,POR 2018 #36,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6387&CssClass=,"Report on  the plan to redesign Inman Square and to provide input, including: walk-in clinics between now and the next community meeting and making more details available online."
AR-18-17,City Manager's Office,Awaiting Report,POR 2018 #33,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6385&CssClass=,Report on the current status of zoning language and public health regulations for the keeping of hens and food cultivation and proposed next steps to advance the Urban Agriculture initiative.
AR-18-18,City Manager's Office,Awaiting Report,POR 2018 #34,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2082&MediaPosition=&ID=6386&CssClass=,"Report on the success of the Polystyrene Ordinance, including implementation, enforcement, and remaining concerns among the business community."
AR-18-21,City Manager's Office,Awaiting Report,POR 2018 #45,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6502&CssClass=,Report on the feasibility of initiating a formal transit study and action plan of the Alewife area in response to unanimous concerns of the Envision Alewife Working Group.
AR-18-22,City Manager's Office,Awaiting Report,POR 2018 #48,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6503&CssClass=,Report on the causes of the Cambridge Common drainage problems.
AR-18-23,City Manager's Office,Awaiting Report,POR 2018 #51,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6504&CssClass=,"Report on why it took so long to repair the public toilet in Harvard Square and what proactive methods are being taken into consideration to prevent this interruption of service from happening again, at either the Harvard Square or the Central Square public toilet."
AR-18-24,City Manager's Office,Awaiting Report,POR 2018 #52,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6505&CssClass=,"Report on what further improvements can be made to improve safety for all users of the intersections of Walden Street with Concord Avenue, Garden Street and Sherman Street."
AR-18-25,City Manager's Office,Awaiting Report,POR 2018 #56,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6506&CssClass=,Report on a timeline to be developed for the next Incentive Zoning Nexus Study.
AR-18-26,City Manager's Office,Awaiting Report,POR 2018 #57,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2091&MediaPosition=&ID=6507&CssClass=,"Report on providing easily accessible needle safety information, to include emergency needle or syringe removal and disposal contacts, on the City’s website."
AR-18-27,City Manager's Office,Awaiting Report,POR 2018 #39,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6595&CssClass=,Report on why there continues to be significant audio and video difficulties during live internet broadcasts of City Council meetings.
AR-18-28,City Manager's Office,Awaiting Report,POR 2018 #61,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6601&CssClass=,"Report on a  request to instruct the Community Development Department to apply on behalf of the City of Cambridge for the Housing Choice Designation before the April 30, 2018 deadline."
AR-18-29,City Manager's Office,Awaiting Report,POR 2018 #60,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6596&CssClass=,"Report on  the possibility of re-evaluating the fees associated with community block parties, specifically entertainment fees for unpaid, local musicians."
AR-18-30,City Manager's Office,Awaiting Report,POR 2018 #62,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6597&CssClass=,Report on the possibility of Cambridge joining this national suit against opioid manufacturers and distributors.
AR-18-31,City Manager's Office,Awaiting Report,POR 2018 #63,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6602&CssClass=,Report on the maintenance issues of the Harvard Square MBTA station public restroom.
AR-18-32,City Manager's Office,Awaiting Report,POR 2018 #64,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6598&CssClass=,Report on producing a document that can be presented at the City Council Housing Committee to provide a better perspective on the City's current efforts to address the housing issues facing Cambridge.
AR-18-33,City Manager's Office,Awaiting Report,POR 2018 #65,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2093&MediaPosition=&ID=6599&CssClass=,Report on the Inman Square Reconstruction Project Timeline.
AR-18-34,City Manager's Office,Awaiting Report,POR 2018 #73,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6667&CssClass=,"Report on what traffic calming measures or actions can be taken such as the installation of speed bumps, installation of crosswalk flashing lights and increased police enforcement of speed limits to discourage the speeding of vehicles along Museum Way."
AR-18-35,City Manager's Office,Awaiting Report,POR 2018 #77,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6668&CssClass=,Report on applying for a federal Opportunity Zone designation on behalf of the City of Cambridge.
AR-18-36,City Manager's Office,Awaiting Report,POR 2018 #81,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2094&MediaPosition=&ID=6669&CssClass=,Report on a funding plan in place to develop and implement protective barriers for Fresh Pond for the FY2018-19 budget.
AR-18-37,City Manager's Office,Awaiting Report,POR 2018 #82,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6706&CssClass=,Report on the possibility of accepting the City of Boston's invitation to join their intergenerational housing pilot program.
AR-18-38,City Manager's Office,Awaiting Report,POR 2018 #83,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2102&MediaPosition=&ID=6707&CssClass=,"Report on inventory of all City-owned vacant buildings and lots and the City's plans for them, if any."
AR-18-39,City Manager's Office,Awaiting Report,POR 2018 #93,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6785&CssClass=,"Report on placing a commemorative plaque at eye-level at the plaza in Harvard Square dedicated to former judge, Mayor, and City Manager Joseph DeGuglielmo so that it is more prominent to pedestrians."
AR-18-40,City Manager's Office,Awaiting Report,POR 2018 #98,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6786&CssClass=,Report on notifying the owners of the former Harvard Square Theater to provide a firm schedule for when they will submit their application to the Cambridge Historical Commission and a projected timeline for the rest of the process.
AR-18-41,City Manager's Office,Awaiting Report,POR 2018 #101,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6787&CssClass=,"Report on working with Trinity Property Management to give the nearly 200 tenants of the EMF building additional time beyond April 30, 2018 to find new space, considering the unique circumstances and impact of this eviction."
AR-18-42,City Manager's Office,Awaiting Report,POR 2018 #102,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2104&MediaPosition=&ID=6788&CssClass=,Report on allowing autonomous vehicle (AV) testing in Cambridge provided certain conditions are met.
AR-18-43,City Manager's Office,Awaiting Report,POR 2018 #108,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6895&CssClass=,Report on the necessary improvements to the Harvard Square Station Tunnels while they are being renovated.
AR-18-44,City Manager's Office,Awaiting Report,POR 2018 #110,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6896&CssClass=,Report on ensuring an additional commitment of $20 million from the City’s budget is devoted over the next five years toward the City’s efforts to preserve and create affordable housing units.
AR-18-45,City Manager's Office,Awaiting Report,POR 2018 #116,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6897&CssClass=,Report on producing a report for use by the Housing Committee that contains appropriate language for the creation of an Affordable Housing Overlay District.
AR-18-46,City Manager's Office,Awaiting Report,POR 2018 #117,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2105&MediaPosition=&ID=6898&CssClass=,Report on replacing the Do Not Enter signs on Willow Street in a more strategic location.
AR-18-47,City Manager's Office,Awaiting Report,POR 2018 #119,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2140&MediaPosition=&ID=6952&CssClass=,Report on the feasibility of installing a stop sign or other appropriate traffic calming measures at the corner of Chestnut Street and Brookline Street.
AR-18-48,City Manager's Office,Awaiting Report,POR 2018 #120,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2140&MediaPosition=&ID=6953&CssClass=,"Report on  installing signage, either through physical signs or paint on the road, in high-traffic and high-conflict bike lanes that intersect with crosswalks, reminding cyclists that they are required to yield to pedestrians when crossing."
AR-18-49,City Manager's Office,Awaiting Report,POR 2018 #128,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2140&MediaPosition=&ID=6954&CssClass=,Report on prioritizing the installation of protected bike lanes and bicycle traffic signals in Porter Square.
AR-18-50,City Manager's Office,Awaiting Report,POR 2018 #129,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2141&MediaPosition=&ID=7011&CssClass=,Report on working with the Cambridge Public School Administration to provide feedback and requests that will inform Cambridge’s participation in the MBTA Service Plan.
AR-18-51,City Manager's Office,Awaiting Report,POR 2018 #131,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2141&MediaPosition=&ID=7012&CssClass=,Report on permanently repairing Rufo Road.
AR-18-52,City Manager's Office,Awaiting Report,POR 2018 #132,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2141&MediaPosition=&ID=7013&CssClass=,Report on  increased enforcement of speed limits on Windsor Street.
AR-18-53,City Manager's Office,Awaiting Report,POR 2018 #137,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2142&MediaPosition=&ID=7058&CssClass=,"Report on an updated schedule for resubmitting a revised draft of the Outdoor Lighting Ordinance that incorporates suggestions from the Light Cambridge Committee by June 11, 2018."
AR-18-54,City Manager's Office,Awaiting Report,POR 2018 #138,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2142&MediaPosition=&ID=7059&CssClass=,Report on prioritizing the revitalization of the Gannett-Warren Pals Park and to take action on the suggestions brought forward by the neighbors.
AR-18-55,City Manager's Office,Awaiting Report,POR 2018 #139,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2142&MediaPosition=&ID=7060&CssClass=,Report on improving road safety conditions on Clinton Street.
AR-18-56,City Manager's Office,Awaiting Report,POR 2018 #140,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2142&MediaPosition=&ID=7061&CssClass=,"Report on completing a tree canopy study based on the April 2018 LiDAR data before the end of 2018, and to complete future LiDAR based studies as frequently as possible, but no more often than once a year."
AR-18-57,City Manager's Office,Awaiting Report,POR 2018 #144,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2148&MediaPosition=&ID=7118&CssClass=,"Report on launching a program during the summer months to activate the Front Lawn of City Hall in the afternoon with games (such as cornhole boards), food trucks, and other forms of entertainment to engage a diverse age range of residents in recreation."
AR-18-58,City Manager's Office,Awaiting Report,POR 2018 #145,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2148&MediaPosition=&ID=7119&CssClass=,Report on the Housing Committee and how the City could establish a method of eviction data collection.
AR-18-59,City Manager's Office,Awaiting Report,POR 2018 #146,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2148&MediaPosition=&ID=7120&CssClass=,"Report on collecting data from the Human Rights Commission on housing-related activities including number of housing-related investigations, number of housing-related cases successfully mediated, relationships with regional housing-related organizations, and successes and challenges of the Cambridge Fair Housing Ordinance."
AR-18-60,City Manager's Office,Awaiting Report,POR 2018 #133,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2150&MediaPosition=&ID=7224&CssClass=,Report on a small business parking pilot that would allow temporary on-street employee parking during typical daytime operating hours.
AR-18-61,City Manager's Office,Awaiting Report,POR 2018 #152,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2150&MediaPosition=&ID=7225&CssClass=,"Report on commissioning a public art piece, statue, or memorial that would commemorate the dedication of women in Cambridge to passing the Nineteenth Amendment."
AR-18-62,City Manager's Office,Awaiting Report,POR 2018 #153,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7366&CssClass=,"Report on acquiring Big Belly Solar trash cans to replace the current open top trash receptacles, with an emphasis on the business districts."
AR-18-63,City Manager's Office,Awaiting Report,POR 2018 #154,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7367&CssClass=,Report on planning for improvements to the City's Firehouses
AR-18-64,City Manager's Office,Awaiting Report,POR 2018 #156,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7368&CssClass=,Report on establishing an aggressive new strategy to reduce the violence in the Port and Wellington-Harrington neighborhoods.
AR-18-65,City Manager's Office,Awaiting Report,POR 2018 #157,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=2151&MediaPosition=&ID=7369&CssClass=,Report on working with the Mayor’s Summer Youth Program and other appropriate City departments to organize a Town Hall Meeting for Cambridge youth.
