Unique Identifier,Body,Type,Other,Session,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
2024-01-08 Regular,City Council,Regular,,2024,2024-01-08,05:30 PM,completed,4464,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4464,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=3997&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=3997&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2778&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2778&Inline=True
2024-01-22 Regular,City Council,Regular,,2024,2024-01-22,05:30 PM,completed,4465,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4465,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4002&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4002&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2782&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2782&Inline=True
2024-01-29 Regular,City Council,Regular,,2024,2024-01-29,05:30 PM,completed,4466,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4466,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4007&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4007&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2783&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2783&Inline=True
2024-02-05 Roundtable,City Council,Roundtable,,2024,2024-02-05,03:00 PM,completed,4491,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4491,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4008&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4008&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2785&Inline=True,
2024-02-05 Roundtable,City Council,Roundtable,,2024,2024-02-05,06:00 PM,completed,4467,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4467,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4009&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4009&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2784&Inline=True,
2024-02-12 Regular,City Council,Regular,,2024,2024-02-12,05:30 PM,completed,4468,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4468,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4012&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4012&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2788&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2788&Inline=True
2024-02-13 Special,City Council,Special,,2024,2024-02-13,08:30 AM,completed,4502,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4502,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4017&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4017&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2791&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2791&Inline=True
2024-02-26 Regular,City Council,Regular,,2024,2024-02-26,05:30 PM,completed,4469,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4469,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4024&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4024&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2790&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2790&Inline=True
2024-03-04 Regular,City Council,Regular,,2024,2024-03-04,05:30 PM,completed,4470,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4470,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4027&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4027&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2793&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2793&Inline=True
2024-03-11 Regular,City Council,Regular,,2024,2024-03-11,05:30 PM,cancelled,4471,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4471,,,,
2024-03-18 Regular,City Council,Regular,,2024,2024-03-18,05:30 PM,completed,4472,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4472,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4036&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4036&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2798&Inline=True,
2024-03-25 Regular,City Council,Regular,,2024,2024-03-25,05:30 PM,completed,4473,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4473,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4042&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4042&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2816&Inline=True,
2024-04-01 Regular,City Council,Regular,,2024,2024-04-01,05:30 PM,completed,4474,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4474,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4047&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4047&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2840&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2840&Inline=True
2024-04-08 Regular,City Council,Regular,,2024,2024-04-08,05:30 PM,completed,4475,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4475,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4051&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4051&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2841&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2841&Inline=True
2024-04-11 Special,City Council,Special,,2024,2024-04-11,03:00 PM,completed,4527,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4527,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4052&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4052&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2842&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2842&Inline=True
2024-04-29 Regular,City Council,Regular,,2024,2024-04-29,05:30 PM,completed,4477,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4477,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4061&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4061&Inline=True,,
2024-04-30 Continued,City Council,Continued,,2024,2024-04-30,10:00 AM,completed,4539,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4539,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4063&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4063&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2849&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2849&Inline=True
2024-05-06 Regular,City Council,Regular,,2024,2024-05-06,05:30 PM,completed,4478,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4478,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4066&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4066&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2852&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2852&Inline=True
2024-05-13 Regular,City Council,Regular,,2024,2024-05-13,05:30 PM,completed,4479,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4479,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4069&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4069&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2853&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2853&Inline=True
2024-05-13 Special,City Council,Special,,2024,2024-05-13,06:00 PM,completed,4627,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4627,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2942&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2942&Inline=True
2024-05-20 Regular,City Council,Regular,,2024,2024-05-20,05:30 PM,completed,4480,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4480,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4075&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4075&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2861&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2861&Inline=True
2024-06-03 Regular,City Council,Regular,,2024,2024-06-03,05:30 PM,completed,4481,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4481,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4079&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4079&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2868&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2868&Inline=True
2024-06-10 Regular,City Council,Regular,,2024,2024-06-10,05:30 PM,completed,4482,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4482,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4083&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4083&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2872&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2872&Inline=True
2024-06-17 Regular,City Council,Regular,,2024,2024-06-17,05:30 PM,completed,4483,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4483,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4088&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4088&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2876&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2876&Inline=True
2024-06-24 Regular,City Council,Regular,,2024,2024-06-24,05:30 PM,completed,4484,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4484,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4095&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4095&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2879&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2879&Inline=True
2024-08-05 Special,City Council,Special,,2024,2024-08-05,05:30 PM,completed,4552,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4552,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4105&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4105&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2893&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2893&Inline=True
2024-09-09 Regular,City Council,Regular,,2024,2024-09-09,05:30 PM,completed,4572,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4572,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4112&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4112&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2906&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2906&Inline=True
2024-09-16 Regular,City Council,Regular,,2024,2024-09-16,05:30 PM,completed,4576,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4576,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4114&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4114&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2907&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2907&Inline=True
2024-09-23 Regular,City Council,Regular,,2024,2024-09-23,05:30 PM,completed,4577,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4577,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4116&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4116&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2909&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2909&Inline=True
2024-09-30 Regular,City Council,Regular,,2024,2024-09-30,05:30 PM,completed,4578,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4578,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4117&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4117&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2912&Inline=True,
2024-10-07 Regular,City Council,Regular,,2024,2024-10-07,05:30 PM,completed,4579,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4579,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4125&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4125&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2916&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2916&Inline=True
2024-10-07 Public Hearing,City Council,Public Hearing,,2024,2024-10-07,06:30 PM,completed,4590,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4590,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4113&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4113&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2915&Inline=True,
2024-10-21 Regular,City Council,Regular,,2024,2024-10-21,05:30 PM,completed,4580,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4580,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4137&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4137&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2918&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2918&Inline=True
2024-10-28 Roundtable,City Council,Roundtable,,2024,2024-10-28,05:30 PM,completed,4581,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4581,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4140&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4140&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2919&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2919&Inline=True
2024-11-04 Regular,City Council,Regular,,2024,2024-11-04,05:30 PM,completed,4582,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4582,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4144&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4144&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2925&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2925&Inline=True
2024-11-18 Regular,City Council,Regular,,2024,2024-11-18,05:30 PM,completed,4583,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4583,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4147&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4147&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2937&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2937&Inline=True
2024-11-25 Regular,City Council,Regular,,2024,2024-11-25,05:30 PM,completed,4584,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4584,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4151&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4151&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2938&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2938&Inline=True
2024-12-02 Regular,City Council,Regular,,2024,2024-12-02,05:30 PM,completed,4585,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4585,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4152&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4152&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2941&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2941&Inline=True
2024-12-09 Regular,City Council,Regular,,2024,2024-12-09,05:30 PM,completed,4586,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4586,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4159&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4159&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2945&Inline=True,
2024-12-10 Special,City Council,Special,,2024,2024-12-10,12:00 PM,completed,4626,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4626,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4155&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4155&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2950&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2950&Inline=True
2024-12-16 Regular,City Council,Regular,,2024,2024-12-16,05:30 PM,completed,4587,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4587,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4161&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4161&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2956&Inline=True,
2024-12-23 Regular,City Council,Regular,,2024,2024-12-23,05:30 PM,completed,4588,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4588,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4164&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4164&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2958&Inline=True,
2024-12-30 Regular,City Council,Regular,,2024,2024-12-30,05:30 PM,cancelled,4589,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4589,,,,
2025-01-06 Regular,City Council,Regular,,2026,2025-01-06,05:30 PM,completed,4630,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4630,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4168&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4168&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2963&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2963&Inline=True
2025-01-13 Roundtable,City Council,Roundtable,,2026,2025-01-13,05:30 PM,completed,4631,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4631,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4167&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4167&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2964&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2964&Inline=True
2025-01-27 Special,City Council,Special,,2026,2025-01-27,04:00 PM,completed,4664,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4664,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4176&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4176&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2969&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2969&Inline=True
2025-01-27 Regular,City Council,Regular,,2026,2025-01-27,05:30 PM,completed,4632,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4632,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4175&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4175&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2968&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2968&Inline=True
2025-02-03 Special,City Council,Special,,2026,2025-02-03,04:00 PM,completed,4669,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4669,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4181&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4181&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2972&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2972&Inline=True
2025-02-03 Regular,City Council,Regular,,2026,2025-02-03,05:30 PM,completed,4633,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4633,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4177&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4177&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2971&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2971&Inline=True
2025-02-10 Special,City Council,Special,,2026,2025-02-10,03:00 PM,completed,4672,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4672,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4185&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4185&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2975&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2975&Inline=True
2025-02-10 Regular,City Council,Regular,,2026,2025-02-10,05:30 PM,completed,4634,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4634,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4187&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4187&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2976&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2976&Inline=True
2025-02-18 Special,City Council,Special,,2026,2025-02-18,03:00 PM,completed,4675,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4675,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4191&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4191&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2977&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2977&Inline=True
2025-02-24 Roundtable,City Council,Roundtable,,2026,2025-02-24,05:30 PM,completed,4635,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4635,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4186&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4186&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2978&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2978&Inline=True
2025-03-03 Special,City Council,Special,,2026,2025-03-03,10:00 AM,completed,4685,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4685,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4202&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4202&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2995&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2995&Inline=True
2025-03-03 Regular,City Council,Regular,,2026,2025-03-03,05:30 PM,completed,4644,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=4644,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=4203&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=4203&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2980&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2980&Inline=True
