Unique Identifier,Body,Type,Other,Session,Date,Time,Status,Id,url,Agenda Summary,Agenda Packet,Final Actions,Minutes
2018-09-17 Regular,City Council,Regular,,2018,2018-09-17,05:30 PM,completed,2258,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2258,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1971&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1971&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1895&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1895&Inline=True
2018-09-24 Regular,City Council,Regular,,2018,2018-09-24,05:30 PM,completed,2259,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2259,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1973&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1973&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1901&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1901&Inline=True
2018-10-01 Regular,City Council,Regular,,2018,2018-10-01,05:30 PM,completed,2260,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2260,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1975&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1975&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1905&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1905&Inline=True
2018-10-15 Regular,City Council,Regular,,2018,2018-10-15,05:00 PM,completed,2261,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2261,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1980&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1980&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1922&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1922&Inline=True
2018-10-22 Roundtable,City Council,Roundtable,,2018,2018-10-22,05:30 PM,completed,2262,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2262,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1984&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1984&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1936&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1936&Inline=True
2018-10-29 Regular,City Council,Regular,,2018,2018-10-29,05:30 PM,completed,2263,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2263,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1985&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1985&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1926&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1926&Inline=True
2018-11-05 Regular,City Council,Regular,,2018,2018-11-05,05:30 PM,completed,2264,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2264,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1988&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1988&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1928&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1928&Inline=True
2018-11-19 Regular,City Council,Regular,,2018,2018-11-19,05:30 PM,completed,2265,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2265,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1993&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1993&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1930&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1930&Inline=True
2018-11-26 Regular,City Council,Regular,,2018,2018-11-26,05:30 PM,completed,2266,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2266,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1996&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1996&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1933&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1933&Inline=True
2018-12-03 Regular,City Council,Regular,,2018,2018-12-03,05:30 PM,completed,2267,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2267,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1999&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1999&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1935&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1935&Inline=True
2018-12-10 Regular,City Council,Regular,,2018,2018-12-10,05:30 PM,completed,2268,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2268,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2006&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2006&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1939&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1939&Inline=True
2018-12-17 Regular,City Council,Regular,,2018,2018-12-17,05:30 PM,completed,2269,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2269,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2010&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2010&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1940&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1940&Inline=True
2018-12-31 Regular,City Council,Regular,,2018,2018-12-31,05:30 PM,cancelled,2270,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2270,,,,
2019-01-07 Regular,City Council,Regular,,2019,2019-01-07,05:30 PM,completed,2342,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2342,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2012&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2012&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1941&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1941&Inline=True
2019-01-14 Regular,City Council,Regular,,2019,2019-01-14,05:30 PM,completed,2343,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2343,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2013&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2013&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1946&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1946&Inline=True
2019-01-28 Regular,City Council,Regular,,2019,2019-01-28,05:30 PM,completed,2344,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2344,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2017&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2017&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1960&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1960&Inline=True
2019-02-04 Regular,City Council,Regular,,2019,2019-02-04,05:30 PM,completed,2345,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2345,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2019&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2019&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1966&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1966&Inline=True
2019-02-11 Regular,City Council,Regular,,2019,2019-02-11,05:30 PM,completed,2346,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2346,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2022&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2022&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1971&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1971&Inline=True
2019-02-12 Roundtable,City Council,Roundtable,,2019,2019-02-12,05:30 PM,completed,2379,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2379,,,,
2019-02-25 Regular,City Council,Regular,,2019,2019-02-25,05:30 PM,completed,2347,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2347,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2025&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2025&Inline=True,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1973&Inline=True
2019-02-26 Roundtable,City Council,Roundtable,,2019,2019-02-26,05:30 PM,completed,2380,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2380,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1978&Inline=True
2019-03-04 Regular,City Council,Regular,,2019,2019-03-04,05:30 PM,completed,2348,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2348,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2029&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2029&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1977&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1977&Inline=True
2019-03-11 Regular,City Council,Regular,,2019,2019-03-11,05:30 PM,cancelled,2349,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2349,,,,
2019-03-13 Roundtable,City Council,Roundtable,,2019,2019-03-13,05:30 PM,completed,2402,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2402,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1989&Inline=True
2019-03-18 Regular,City Council,Regular,,2019,2019-03-18,05:30 PM,completed,2350,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2350,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2033&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2033&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1983&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1983&Inline=True
2019-03-25 Regular,City Council,Regular,,2019,2019-03-25,05:30 PM,completed,2351,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2351,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2036&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2036&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2004&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2004&Inline=True
2019-04-01 Regular,City Council,Regular,,2019,2019-04-01,05:30 PM,completed,2352,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2352,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2041&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2041&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1993&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1993&Inline=True
2019-04-08 Regular,City Council,Regular,,2019,2019-04-08,05:30 PM,completed,2353,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2353,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2042&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2042&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=1999&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=1999&Inline=True
2019-04-09 Roundtable,City Council,Roundtable,,2019,2019-04-09,05:30 PM,completed,2421,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2421,,,,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2002&Inline=True
2019-04-22 Regular,City Council,Regular,,2019,2019-04-22,05:30 PM,completed,2354,https://cambridgema.iqm2.com/Citizens/Detail_Meeting.aspx?ID=2354,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=2049&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=2049&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=15&ID=2003&Inline=True,https://cambridgema.iqm2.com/Citizens/FileOpen.aspx?Type=12&ID=2003&Inline=True
