Unique Identifier,Department,Category,Policy Order,Link,Description
AR-21-8,City Manager's Office,Awaiting Report,POR 2021 #23,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=13483&CssClass=,Report on removing hostile architecture whenever public spaces are designed or redesigned and to create design guidelines that ensure our public spaces are truly welcoming to the entire community and determine how existing bench fixtures can be addressed to support all residents who use them.
AR-21-9,City Manager's Office,Awaiting Report,POR 2021 #30,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=13561&CssClass=,"Report on providing an overview of various programs and services that are designed to assist the City’s chronically unhoused population and those in danger of becoming unhoused, along with the metrics by which the City determines the effectiveness of these programs."
AR-21-10,City Manager's Office,Awaiting Report,POR 2021 #34,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=13562&CssClass=,"Report on whether or not the City can require written notice be sent to all abutters, both property owners as well as tenants, regarding the scheduling of a hearing regarding the extension of a building permit request to the Planning Board."
AR-21-14,City Manager's Office,Awaiting Report,POR 2021 #38,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=13645&CssClass=,"Report on presenting options to the Council to ensure that the staff at Albany Street are properly compensated for their work, and that guests are treated with the respect and dignity they deserve."
AR-21-29,City Manager's Office,Awaiting Report,POR 2021 #87,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=13941&CssClass=,Report on updating the Parental Leave Policy for employees.
AR-21-30,City Manager's Office,Awaiting Report,POR 2021 #83,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=13986&CssClass=,Report on increasing the affordable homeownership stock over the next 10 years by financing the construction of affordable homeownership units through a bond issue of no less than $500 million.
AR-21-35,City Manager's Office,Awaiting Report,POR 2021 #95,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=13992&CssClass=,"Report on providing options to update the HomeBridge and Affordable Home Ownership Programs to better align with the City’s values, and promote racial equity and socioeconomic justice."
AR-21-36,City Manager's Office,Awaiting Report,POR 2021 #105,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14096&CssClass=,Report on developing a holistic plan for managing the traffic and congestion in the Alewife area.
AR-21-42,City Manager's Office,Awaiting Report,POR 2021 #109,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14168&CssClass=,Report on reviewing Cambridge’s corporate contracts and purchases to identify any vendors or manufacturers whose products are used to perpetuate violations of International Human Rights Laws and Cambridge’s policy on discrimination.
AR-21-43,City Manager's Office,Awaiting Report,POR 2021 #114,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14283&CssClass=,Report on referring the Cambridge HEART proposal for funding consideration and to engage in a public community process to discuss this proposal and its implementation.
AR-21-45,City Manager's Office,Awaiting Report,POR 2021 #116,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14340&CssClass=,Report on taking all necessary steps to waive the dog license fee for all senior citizens and examine options for reducing the fees for low-income residents.
AR-21-46,City Manager's Office,Awaiting Report,POR 2021 #127,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14341&CssClass=,Report on the feasibility of purchasing properties for sale in the Alewife area to address City goals.
AR-21-49,City Manager's Office,Awaiting Report,POR 2021 #134,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14344&CssClass=,"Report on making immediate improvements at the intersection of Cardinal Medeiros Avenue, Binney and Bristol Streets and to all intersections in the city that are similarly malfunctioning, and to implement longer term changes."
AR-21-50,City Manager's Office,Awaiting Report,POR 2021 #135,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14345&CssClass=,"Report on providing an update on the cost of each license and permit required by businesses, which business license and permit fees are set under state law, which are set by ordinances, and which are determined administratively, as well as which licenses and permits the City has the discretion to waive entirely."
AR-21-52,City Manager's Office,Awaiting Report,POR 2021 #154,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14426&CssClass=,Report on examining stipend models for the City's multi-member bodies.
AR-21-57,City Manager's Office,Awaiting Report,POR 2021 #168,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14540&CssClass=,Report on how the city is working to get City staff to 100% vaccinated and decrease the likelihood that COVID-19 spreads via City staff and in City Buildings.
AR-21-60,City Manager's Office,Awaiting Report,POR 2021 #175,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14651&CssClass=,"Report on reviewing the residential parking permit program to determine whether the criteria for this program can be modified to limit the issuance of residential permits to vehicles that are primarily utilized for personal, non-commercial use."
AR-21-63,City Manager's Office,Awaiting Report,POR 2021 #181,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14657&CssClass=,"Report on using only locally sourced produce, farmers, and resident gardeners to study the feasibility of spending Coronavirus Local Fiscal Recovery Funds to address food insecurity by installing raised garden beds throughout Cambridge and providing free, fresh, locally-grown food for residents in need."
AR-21-67,City Manager's Office,Awaiting Report,POR 2021 #203,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14767&CssClass=,"Report on working with the staff at the Cambridge Historical Commission, the DCR Commissioner, and members of Cambridge’s state delegation to approve, fund and execute the design and installation of a suitable historic marker by April 2022 to recognize the vision of Frederick Law Olmsted and others in transforming the Cambridge riverfront landscape."
AR-21-69,City Manager's Office,Awaiting Report,POR 2021 #216,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14878&CssClass=,Report on determining the feasibility of creating a uniform process for aiding the resettlement of refugees in Cambridge.
AR-21-70,City Manager's Office,Awaiting Report,POR 2021 #217,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14879&CssClass=,Report on determining the feasibility of purchasing property from Lesley University to address City goals.
AR-21-71,City Manager's Office,Awaiting Report,POR 2021 #218,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14880&CssClass=,Report on placing a cricket field in one of the Cambridge parks.
AR-21-74,City Manager's Office,Awaiting Report,POR 2021 #225,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=14886&CssClass=,Report on supporting the Uplift the Solar Energy Industry in Massachusetts coalition.
AR-21-85,City Manager's Office,Awaiting Report,POR 2021 #247,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15120&CssClass=,"Report on how people with limited mobility can access services on Massachusetts Avenue with the current proposed bike lane plan include in the report the number of fires in the last ten years on that section of Mass. Avenue requiring a ladder truck, in order to determine the feasibility of allowing two-hour parking including some handicapped spots in bus lanes during off-rush hours to ease the burden on those who rely on cars for transportation out of necessity."
AR-21-93,City Manager's Office,Awaiting Report,POR 2021 #265,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15226&CssClass=,Report on instructing the City Solicitor to draft the appropriate ordinance amendments for the City Council to review following the recent charter amendments.
AR-21-94,City Manager's Office,Awaiting Report,POR 2021 #268,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15286&CssClass=,Report on proposing possible zoning language that would achieve the goals of incentivizing all construction to be fossil fuel free through a possible special permit process.
AR-21-96,City Manager's Office,Awaiting Report,POR 2021 #270,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15288&CssClass=,Report on reconvening the COVID19 Expert Advisory Panel with a specific focus on combating variants.
AR-21-98,City Manager's Office,Awaiting Report,POR 2021 #272,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15290&CssClass=,Report on Reaffirming Commitment to the Goal of 100% Renewable by 2035.
AR-21-99,City Manager's Office,Awaiting Report,POR 2021 #273,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15291&CssClass=,"Report on spending plan and possible reallocation for the anticipated  GLX refunds, and to report to the City Council on the use of GLX Project Participation Agreement funding in a timely manner."
AR-21-100,City Manager's Office,Awaiting Report,POR 2021 #278,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15330&CssClass=,"Report  on measures that may be taken to ensure the safety of residents, whether they be flashing lights, increased signage or other safety measures in the area of Huron Avenue and Sparks Street."
AR-21-101,City Manager's Office,Awaiting Report,POR 2021 #280,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15331&CssClass=,Report on ensuring multi-family properties on the market are reviewed as quickly as possible as potential affordable housing acquisitions.
AR-21-102,City Manager's Office,Awaiting Report,POR 2021 #283,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15332&CssClass=,Report on plan to distribute Cambridge’s allotment of at-home rapid test kits equitably to the highest need individuals.
AR-21-103,City Manager's Office,Awaiting Report,POR 2021 #287,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15333&CssClass=,"Report on establishing an indoor mask mandate in common spaces of all buildings and indoor environments throughout the City of Cambridge, and that he report back to the City Council on this matter in a timely manner."
AR-21-104,City Manager's Office,Awaiting Report,POR 2021 #289,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4014&MediaPosition=&ID=15334&CssClass=,"Report on establishing a proof of vaccination requirement for certain activities and establishments in the City of Cambridge, including but not limited to indoor dining, bars, nightclubs, gyms and indoor entertainment venues"
AR-21-77,City Manager's Office,Awaiting Report,POR 2021 #229,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4015&MediaPosition=&ID=14930&CssClass=,Report on ways to report pedestrian and cyclist accidents in real time to residents.
AR-21-90,City Manager's Office,Awaiting Report,POR 2021 #258,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4015&MediaPosition=&ID=15148&CssClass=,Report on working with partners including the Cambridge Redevelopment Authority (CRA) and the Central Square Business Improvement District on identifying spaces in Central Square that would support the creation and protection of cultural and human service spaces that align with the City’s goals.
AR-21-97,City Manager's Office,Awaiting Report,POR 2021 #271,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4015&MediaPosition=&ID=15289&CssClass=,"Report on creating a publicly accessible, comprehensive list of violence prevention programs that exist in the city and to place this list on the City’s website."
AR-22-1,City Manager's Office,Awaiting Report,POR 2021 #276,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4015&MediaPosition=&ID=15418&CssClass=,Report on appointing a 20-25 person Cycling Safety Ordinance Implementation Advisory Committee to advise and improve upon the implementation of the citywide bicycle safety infrastructure and to establish recommendations on mitigating any concerns raised in regard to this infrastructure.
AR-22-2,City Manager's Office,Awaiting Report,POR 2021 #277,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4015&MediaPosition=&ID=15419&CssClass=,Report on meeting with the impacted residents and businesses on northern Massachusetts Avenue to discuss their ideas and suggestions for addressing their concerns.
AR-22-3,City Manager's Office,Awaiting Report,POR 2022 #1,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4015&MediaPosition=&ID=15420&CssClass=,Report on creating a “priority line” and/or establish “senior hours” at the City’s Covid-19 testing locations.
AR-22-4,City Manager's Office,Awaiting Report,POR 2022 #6,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4015&MediaPosition=&ID=15421&CssClass=,"Report on developing a robust plan to increase access to testing, with the goal of reducing wait times for residents, including, but not limited to, expanding testing sites, hiring staff to operate additional sites, offering ""testing tents"" set up in City squares, developing a ""grab n go"" model as used at local universities Harvard and MIT."
AR-22-5,City Manager's Office,Awaiting Report,POR 2022 #8,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4016&MediaPosition=&ID=15503&CssClass=,Report on determining what safety improvements could be made to the area in front of CRLS and the crosswalk on Broadway.
AR-22-6,City Manager's Office,Awaiting Report,POR 2022 #10,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4016&MediaPosition=&ID=15504&CssClass=,Report on the feasibility of expediting the Demolition and Rebuilding permitting process in the event of a natural disaster.
AR-22-7,City Manager's Office,Awaiting Report,POR 2022 #9,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4017&MediaPosition=&ID=15549&CssClass=,"Report on providing a legal analysis of what uses are currently permitted on the golf course land, information on the history, residency and other demographic information on membership data of golf course users, and any environmental constraints."
AR-22-8,City Manager's Office,Awaiting Report,POR 2022 #16,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4019&MediaPosition=&ID=15601&CssClass=,Report on determining the feasibility of establishing additional compensation for the City’s essential employees in accordance with the considered State legislation framework.
AR-22-9,City Manager's Office,Awaiting Report,POR 2022 #20,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4019&MediaPosition=&ID=15602&CssClass=,"Report on options for spending ARPA money on direct support for households and individuals facing eviction, housing instability, and/or homelessness."
AR-22-10,City Manager's Office,Awaiting Report,POR 2022 #29,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4020&MediaPosition=&ID=15833&CssClass=,"Report on conducting a study to collect relevant economic data relating to business impacts from bike lane installations, positive or negative, which will help inform future installations of bike lanes along commercial corridors."
AR-22-11,City Manager's Office,Awaiting Report,POR 2022 #34,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4022&MediaPosition=&ID=15885&CssClass=,Report on working with DCR to pilot an expansion of Memorial Drive closures along any segments east of Western Avenue that could be used as parkland.
AR-22-12,City Manager's Office,Awaiting Report,POR 2022 #38,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4022&MediaPosition=&ID=15886&CssClass=,Report on introducing the SMART Box rodent control system.
AR-22-13,City Manager's Office,Awaiting Report,POR 2022 #39,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4022&MediaPosition=&ID=15887&CssClass=,Report on determining how to better integrate more parent response into their decision-making process as they make changes that can have undue impacts upon the families they serve.
AR-22-14,City Manager's Office,Awaiting Report,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4022&MediaPosition=&ID=15889&CssClass=,"Report on the findings of the ""Future of Telework"" Committee, and to explain the city’s current policy regarding a remote work policy."
AR-22-15,City Manager's Office,Awaiting Report,POR 2022 #42,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4023&MediaPosition=&ID=15965&CssClass=,Report on looking into specific pedestrian safety interventions that can be placed at the intersection of Broadway and Highland Avenue.
AR-22-16,City Manager's Office,Awaiting Report,POR 2022 #43,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4023&MediaPosition=&ID=15966&CssClass=,"Report on convening an Alewife Overlay District Zoning Proposal Working Group comprised of all stakeholders (community members, commercial property owners, businesses, developers, city staff and other parties as deemed appropriate) to engage stakeholders and City leaders in a process similar to that employed in developing zoning principals for the Volpe Center that will lead towards drafting new zoning for adoption."
AR-22-17,City Manager's Office,Awaiting Report,POR 2022 #44,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4023&MediaPosition=&ID=15967&CssClass=,"Report on working with the American Red Cross to establish a workforce development program for life guarding that includes free certification and recertification courses throughout the year for anyone who can pass the swim test and include incentives that may entice qualified applicants including (but not limited to) higher wages, retention and signing bonuses, and the option to work more than 19.5 hours per week if desired."
AR-22-18,City Manager's Office,Awaiting Report,POR 2022 #45,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4023&MediaPosition=&ID=15971&CssClass=,"Report on working with staff of the BB&N; school to provide a solution to cars idling beyond the five-minute legal limit, stalled traffic, blocked driveways, and a forced one-way path up Buckingham Street toward Concord where drivers face the risk of coming head-to-head with a vehicle trying to bypass the pickup line; and, such as a tiered drop-off system, a parking area for parents, or more drop-off and pick-up locations."
AR-22-19,City Manager's Office,Awaiting Report,POR 2022 #47,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16082&CssClass=,Report on drafting language to enable the Cambridge Police Department and Department of Public Works to donate abandoned bicycles to charitable organizations as outlined under MGL 30B Section 15(g).
AR-22-20,City Manager's Office,Awaiting Report,POR 2022 #54,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16098&CssClass=,Report on placing free pet waste bag at other sites around the City and use the municipal signs at City Hall and other locations for an educational campaign on how to properly dispose of pet waste.
AR-22-21,City Manager's Office,Awaiting Report,POR 2022 #58,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16099&CssClass=,Report on considering a guaranteed income program that expands on Cambridge RISE and targets families in poverty.
AR-22-22,City Manager's Office,Awaiting Report,POR 2022 #60,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16100&CssClass=,Report on providing all CRLS students free Charlie Cards throughout the school year.
AR-22-23,City Manager's Office,Awaiting Report,POR 2022 #61,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4026&MediaPosition=&ID=16101&CssClass=,"Report on providing an analysis of the impact of current curb cut policies, including (but not limited to) an explanation of the administration’s current procedures for notifying and conducting outreach to abutters and neighbors, the criteria for evaluating curb cut applications, and an approximation of the number of residential parking spaces that have been lost to new curb cuts each year over at least the last decade."
AR-22-24,City Manager's Office,Awaiting Report,POR 2022 #65,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16205&CssClass=,Report on determining what repairs to 205 Western Avenue would be needed to inhabit the space to allow the Cambridge Community Center to house their program.
AR-22-25,City Manager's Office,Awaiting Report,POR 2022 #66,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16206&CssClass=,"Report on how the city can meet the goals for diversity and inclusion, while ensuring that any required professional expertise and/or specific knowledge that may be statutorily required will continue to be represented."
AR-22-26,City Manager's Office,Awaiting Report,POR 2022 #68,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4027&MediaPosition=&ID=16207&CssClass=,Report on devising ways to encourage residents to request the smallest size trash bin needed and to keep waste output low with the rollout of the new bins.
AR-22-27,City Manager's Office,Awaiting Report,POR 2022 #72,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16257&CssClass=,Report on the feasibility of mailing “Watch for Bikes” stickers to residents who have applied for a residential parking permit for the next application cycle in 2023.
AR-22-28,City Manager's Office,Awaiting Report,POR 2022 #73,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4028&MediaPosition=&ID=16258&CssClass=,Report on looking into the feasibility of placing a covered bike rack at City Hall using FY23 Capital Budget Funding.
AR-22-29,City Manager's Office,Awaiting Report,POR 2022 #87,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16290&CssClass=,Report on introducing a pilot program to open two of our youth centers during the evening and weekend hours during the summer.
AR-22-30,City Manager's Office,Awaiting Report,POR 2022 #85,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16291&CssClass=,Report on adding $1.94 linkage fee to Housing Contribution Rate that is specifically targeted for job training.
AR-22-31,City Manager's Office,Awaiting Report,POR 2022 #86,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4029&MediaPosition=&ID=16292&CssClass=,"Report on funding received through the linkage program, that those fees be reported out annually, including future projections by year."
AR-22-32,City Manager's Office,Awaiting Report,POR 2022 #89,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16340&CssClass=,Report on any progress that has been made regarding LGBTQ+ Friendly Housing.
AR-22-33,City Manager's Office,Awaiting Report,POR 2022 #90,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16349&CssClass=,"Report on consulting with the Executive Director of the Council on Aging, Somerville and Cambridge Elder Services, and the Executive Director of Cadbury Common to determine the feasibility of re-establishing some form of the Kate’s Café Monthly LGBTQ+ Community Dinners either at Cadbury Common or at another suitable location."
AR-22-34,City Manager's Office,Awaiting Report,POR 2022 #92,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16351&CssClass=,Report on providing the progress on the Terminal Road connection and any related projects.
AR-22-35,City Manager's Office,Awaiting Report,POR 2022 #94,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4030&MediaPosition=&ID=16352&CssClass=,"Report on ensuring that every possible material used in construction projects are as safe and healthy and free of potential toxins as possible, and ensure that all construction and manufacturing vendors commit to disclosing all ingredients and using non-toxic materials."
AR-22-36,City Manager's Office,Awaiting Report,POR 2022 #99,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16377&CssClass=,Work on Implementing Recommendations from Working IDEAL Report.
AR-22-37,City Manager's Office,Awaiting Report,POR 2022 #100,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16378&CssClass=,Report on consulting with the appropriate City staff in determining the feasibility of establishing a new “Talent Officer” role for the City.
AR-22-38,City Manager's Office,Awaiting Report,POR 2022 #101,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16379&CssClass=,Report on establishing a method of ensuring that anti-bias training is incorporated into the City’s hiring process at all levels.
AR-22-39,City Manager's Office,Awaiting Report,POR 2022 #104,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4071&MediaPosition=&ID=16380&CssClass=,Report on how to resolve the issue of trucks not delivering to the city and when it can be expected that our Parks and fields will have porta potties delivered.
AR-22-40,City Manager's Office,Awaiting Report,POR 2022 #110,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4032&MediaPosition=&ID=16467&CssClass=,"Report on developing a standardized, transparent, and cohesive community engagement plan for the entire, department-wide municipal government."
AR-22-41,City Manager's Office,Awaiting Report,POR 2022 #117,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16513&CssClass=,"Report on establishing evening, off-leash dog hours during times when Hoyt Field is not being used for other purposes."
AR-22-42,City Manager's Office,Awaiting Report,POR 2022 #119,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4072&MediaPosition=&ID=16514&CssClass=,Report on directing the appropriate City staff to establish a “community healing initiative” plan to address the issues in our city.
